	Code	Name
COG4982	I	Lipid transport and metabolism
COG4983	S	Function unknown
COG4984	S	Function unknown
COG4985	P	Inorganic ion transport and metabolism
COG4986	P	Inorganic ion transport and metabolism
COG4987	C	Energy production and conversion
COG4987	O	Posttranslational modification, protein turnover, chaperones
COG4988	C	Energy production and conversion
COG4988	O	Posttranslational modification, protein turnover, chaperones
COG4989	R	General function prediction only
COG4990	S	Function unknown
COG4991	S	Function unknown
COG4992	E	Amino acid transport and metabolism
COG4993	G	Carbohydrate transport and metabolism
COG4994	S	Function unknown
COG4995	S	Function unknown
COG4996	R	General function prediction only
COG4997	R	General function prediction only
COG4998	L	Replication, recombination and repair
COG4999	T	Signal transduction mechanisms
COG5000	T	Signal transduction mechanisms
COG5001	T	Signal transduction mechanisms
COG5002	T	Signal transduction mechanisms
COG5003	X	Mobilome: prophages, transposons
COG5004	X	Mobilome: prophages, transposons
COG5005	X	Mobilome: prophages, transposons
COG5006	E	Amino acid transport and metabolism
COG5007	T	Signal transduction mechanisms
COG5008	N	Cell motility
COG5008	W	Extracellular structures
COG5009	M	Cell wall/membrane/envelope biogenesis
COG5010	U	Intracellular trafficking, secretion, and vesicular transport
COG5010	W	Extracellular structures
COG5011	S	Function unknown
COG5012	C	Energy production and conversion
COG5013	C	Energy production and conversion
COG5013	P	Inorganic ion transport and metabolism
COG5014	R	General function prediction only
COG5015	S	Function unknown
COG5016	C	Energy production and conversion
COG5017	G	Carbohydrate transport and metabolism
COG5018	R	General function prediction only
COG5019	D	Cell cycle control, cell division, chromosome partitioning
COG5019	Z	Cytoskeleton
COG5022	R	General function prediction only
COG5026	G	Carbohydrate transport and metabolism
COG5029	O	Posttranslational modification, protein turnover, chaperones
COG5029	I	Lipid transport and metabolism
COG5031	H	Coenzyme transport and metabolism
COG5032	T	Signal transduction mechanisms
COG5033	K	Transcription
COG5036	P	Inorganic ion transport and metabolism
COG5036	U	Intracellular trafficking, secretion, and vesicular transport
COG5038	R	General function prediction only
COG5039	G	Carbohydrate transport and metabolism
COG5039	M	Cell wall/membrane/envelope biogenesis
COG5042	F	Nucleotide transport and metabolism
COG5044	O	Posttranslational modification, protein turnover, chaperones
COG5048	R	General function prediction only
COG5049	L	Replication, recombination and repair
COG5055	L	Replication, recombination and repair
COG5074	U	Intracellular trafficking, secretion, and vesicular transport
COG5078	O	Posttranslational modification, protein turnover, chaperones
COG5083	I	Lipid transport and metabolism
COG5096	U	Intracellular trafficking, secretion, and vesicular transport
COG5108	K	Transcription
COG5119	R	General function prediction only
COG5126	T	Signal transduction mechanisms
COG5135	S	Function unknown
COG5146	H	Coenzyme transport and metabolism
COG5153	U	Intracellular trafficking, secretion, and vesicular transport
COG5160	O	Posttranslational modification, protein turnover, chaperones
COG5164	K	Transcription
COG5180	A	RNA processing and modification
COG5183	O	Posttranslational modification, protein turnover, chaperones
COG5184	D	Cell cycle control, cell division, chromosome partitioning
COG5184	Z	Cytoskeleton
COG5185	D	Cell cycle control, cell division, chromosome partitioning
COG5186	A	RNA processing and modification
COG5190	K	Transcription
COG5206	O	Posttranslational modification, protein turnover, chaperones
COG5207	R	General function prediction only
COG5212	T	Signal transduction mechanisms
COG5238	T	Signal transduction mechanisms
COG5238	A	RNA processing and modification
COG5239	A	RNA processing and modification
COG5244	D	Cell cycle control, cell division, chromosome partitioning
COG5255	S	Function unknown
COG5256	J	Translation, ribosomal structure and biogenesis
COG5257	J	Translation, ribosomal structure and biogenesis
COG5258	R	General function prediction only
COG5260	L	Replication, recombination and repair
COG5263	G	Carbohydrate transport and metabolism
COG5265	O	Posttranslational modification, protein turnover, chaperones
COG5266	R	General function prediction only
COG5267	S	Function unknown
COG5268	U	Intracellular trafficking, secretion, and vesicular transport
COG5270	J	Translation, ribosomal structure and biogenesis
COG5271	J	Translation, ribosomal structure and biogenesis
COG5272	O	Posttranslational modification, protein turnover, chaperones
COG5274	C	Energy production and conversion
COG5274	I	Lipid transport and metabolism
COG5275	R	General function prediction only
COG5276	S	Function unknown
COG5277	Z	Cytoskeleton
COG5278	T	Signal transduction mechanisms
COG5279	D	Cell cycle control, cell division, chromosome partitioning
COG5280	X	Mobilome: prophages, transposons
COG5281	X	Mobilome: prophages, transposons
COG5282	S	Function unknown
COG5283	X	Mobilome: prophages, transposons
COG5285	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5293	S	Function unknown
COG5294	S	Function unknown
COG5295	U	Intracellular trafficking, secretion, and vesicular transport
COG5295	W	Extracellular structures
COG5297	G	Carbohydrate transport and metabolism
COG5298	S	Function unknown
COG5301	X	Mobilome: prophages, transposons
COG5302	X	Mobilome: prophages, transposons
COG5304	K	Transcription
COG5305	S	Function unknown
COG5306	S	Function unknown
COG5307	R	General function prediction only
COG5309	G	Carbohydrate transport and metabolism
COG5310	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5314	X	Mobilome: prophages, transposons
COG5316	S	Function unknown
COG5317	S	Function unknown
COG5319	S	Function unknown
COG5321	S	Function unknown
COG5322	R	General function prediction only
COG5323	X	Mobilome: prophages, transposons
COG5324	J	Translation, ribosomal structure and biogenesis
COG5328	S	Function unknown
COG5330	S	Function unknown
COG5331	S	Function unknown
COG5336	C	Energy production and conversion
COG5337	M	Cell wall/membrane/envelope biogenesis
COG5338	S	Function unknown
COG5339	S	Function unknown
COG5340	V	Defense mechanisms
COG5341	S	Function unknown
COG5342	R	General function prediction only
COG5343	T	Signal transduction mechanisms
COG5345	S	Function unknown
COG5346	S	Function unknown
COG5349	S	Function unknown
COG5350	R	General function prediction only
COG5351	S	Function unknown
COG5352	S	Function unknown
COG5353	S	Function unknown
COG5354	R	General function prediction only
COG5360	S	Function unknown
COG5361	X	Mobilome: prophages, transposons
COG5362	X	Mobilome: prophages, transposons
COG5368	S	Function unknown
COG5371	F	Nucleotide transport and metabolism
COG5373	S	Function unknown
COG5375	S	Function unknown
COG5377	X	Mobilome: prophages, transposons
COG5378	R	General function prediction only
COG5379	I	Lipid transport and metabolism
COG5380	O	Posttranslational modification, protein turnover, chaperones
COG5381	S	Function unknown
COG5383	R	General function prediction only
COG5384	J	Translation, ribosomal structure and biogenesis
COG5385	S	Function unknown
COG5386	P	Inorganic ion transport and metabolism
COG5387	O	Posttranslational modification, protein turnover, chaperones
COG5388	S	Function unknown
COG5389	S	Function unknown
COG5393	S	Function unknown
COG5394	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5394	T	Signal transduction mechanisms
COG5395	S	Function unknown
COG5397	S	Function unknown
COG5398	H	Coenzyme transport and metabolism
COG5399	S	Function unknown
COG5400	S	Function unknown
COG5401	D	Cell cycle control, cell division, chromosome partitioning
COG5402	S	Function unknown
COG5403	S	Function unknown
COG5404	D	Cell cycle control, cell division, chromosome partitioning
COG5405	O	Posttranslational modification, protein turnover, chaperones
COG5406	K	Transcription
COG5406	L	Replication, recombination and repair
COG5406	B	Chromatin structure and dynamics
COG5407	U	Intracellular trafficking, secretion, and vesicular transport
COG5410	S	Function unknown
COG5412	X	Mobilome: prophages, transposons
COG5413	S	Function unknown
COG5414	K	Transcription
COG5416	S	Function unknown
COG5417	S	Function unknown
COG5418	S	Function unknown
COG5419	S	Function unknown
COG5420	S	Function unknown
COG5421	X	Mobilome: prophages, transposons
COG5423	S	Function unknown
COG5424	H	Coenzyme transport and metabolism
COG5425	S	Function unknown
COG5426	S	Function unknown
COG5427	S	Function unknown
COG5428	S	Function unknown
COG5429	S	Function unknown
COG5430	S	Function unknown
COG5431	R	General function prediction only
COG5433	X	Mobilome: prophages, transposons
COG5434	G	Carbohydrate transport and metabolism
COG5435	S	Function unknown
COG5436	S	Function unknown
COG5437	S	Function unknown
COG5438	S	Function unknown
COG5439	S	Function unknown
COG5440	S	Function unknown
COG5441	S	Function unknown
COG5442	N	Cell motility
COG5443	N	Cell motility
COG5444	V	Defense mechanisms
COG5445	S	Function unknown
COG5446	R	General function prediction only
COG5447	S	Function unknown
COG5448	S	Function unknown
COG5449	S	Function unknown
COG5450	K	Transcription
COG5451	S	Function unknown
COG5452	S	Function unknown
COG5453	S	Function unknown
COG5454	S	Function unknown
COG5455	P	Inorganic ion transport and metabolism
COG5456	P	Inorganic ion transport and metabolism
COG5457	S	Function unknown
COG5458	S	Function unknown
COG5459	J	Translation, ribosomal structure and biogenesis
COG5460	S	Function unknown
COG5461	W	Extracellular structures
COG5462	S	Function unknown
COG5463	S	Function unknown
COG5464	L	Replication, recombination and repair
COG5465	S	Function unknown
COG5466	S	Function unknown
COG5467	S	Function unknown
COG5468	S	Function unknown
COG5469	S	Function unknown
COG5470	S	Function unknown
COG5471	X	Mobilome: prophages, transposons
COG5472	S	Function unknown
COG5473	S	Function unknown
COG5474	S	Function unknown
COG5475	S	Function unknown
COG5476	R	General function prediction only
COG5477	S	Function unknown
COG5478	P	Inorganic ion transport and metabolism
COG5479	S	Function unknown
COG5480	S	Function unknown
COG5481	S	Function unknown
COG5482	S	Function unknown
COG5483	S	Function unknown
COG5484	S	Function unknown
COG5485	R	General function prediction only
COG5486	S	Function unknown
COG5487	S	Function unknown
COG5488	S	Function unknown
COG5489	S	Function unknown
COG5490	S	Function unknown
COG5491	D	Cell cycle control, cell division, chromosome partitioning
COG5492	R	General function prediction only
COG5493	S	Function unknown
COG5494	O	Posttranslational modification, protein turnover, chaperones
COG5495	R	General function prediction only
COG5496	R	General function prediction only
COG5497	S	Function unknown
COG5498	G	Carbohydrate transport and metabolism
COG5499	V	Defense mechanisms
COG5500	S	Function unknown
COG5501	S	Function unknown
COG5502	S	Function unknown
COG5503	K	Transcription
COG5503	V	Defense mechanisms
COG5504	S	Function unknown
COG5505	S	Function unknown
COG5506	S	Function unknown
COG5507	S	Function unknown
COG5508	S	Function unknown
COG5509	S	Function unknown
COG5510	S	Function unknown
COG5511	X	Mobilome: prophages, transposons
COG5512	R	General function prediction only
COG5513	S	Function unknown
COG5514	S	Function unknown
COG5515	S	Function unknown
COG5516	R	General function prediction only
COG5517	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5518	X	Mobilome: prophages, transposons
COG5519	S	Function unknown
COG5520	M	Cell wall/membrane/envelope biogenesis
COG5521	G	Carbohydrate transport and metabolism
COG5522	S	Function unknown
COG5523	S	Function unknown
COG5524	C	Energy production and conversion
COG5524	T	Signal transduction mechanisms
COG5525	X	Mobilome: prophages, transposons
COG5526	R	General function prediction only
COG5527	X	Mobilome: prophages, transposons
COG5528	S	Function unknown
COG5529	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5530	S	Function unknown
COG5531	B	Chromatin structure and dynamics
COG5532	S	Function unknown
COG5533	O	Posttranslational modification, protein turnover, chaperones
COG5534	X	Mobilome: prophages, transposons
COG5542	G	Carbohydrate transport and metabolism
COG5544	S	Function unknown
COG5545	X	Mobilome: prophages, transposons
COG5546	S	Function unknown
COG5547	S	Function unknown
COG5548	S	Function unknown
COG5549	O	Posttranslational modification, protein turnover, chaperones
COG5550	O	Posttranslational modification, protein turnover, chaperones
COG5551	V	Defense mechanisms
COG5552	S	Function unknown
COG5553	R	General function prediction only
COG5554	Q	Secondary metabolites biosynthesis, transport and catabolism
COG5555	U	Intracellular trafficking, secretion, and vesicular transport
COG5556	S	Function unknown
COG5557	C	Energy production and conversion
COG5558	X	Mobilome: prophages, transposons
COG5561	S	Function unknown
COG5562	S	Function unknown
COG5563	S	Function unknown
COG5564	S	Function unknown
