term	name	hierarchy
GO:0042773	ATP synthesis coupled electron transport	biological_process|cellular process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|respiratory electron transport chain
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0004043	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016840	carbon-nitrogen lyase activity	molecular_function|catalytic activity|lyase activity
GO:0032259	methylation	biological_process|metabolic process
GO:0008776	acetate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0008776	acetate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, carboxyl group as acceptor
GO:0004339	glucan 1,4-alpha-glucosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds|glucosidase activity
GO:0004783	sulfite reductase (NADPH) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0004783	sulfite reductase (NADPH) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0004416	hydroxyacylglutathione hydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|thiolester hydrolase activity
GO:0051715	cytolysis in other organism	biological_process|cellular process|cytolysis
GO:0004510	tryptophan 5-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0004510	tryptophan 5-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0004511	tyrosine 3-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0004511	tyrosine 3-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0004506	squalene monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0004506	squalene monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0006564	L-serine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|cyclo-ligase activity
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological_process|metabolic process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|respiratory electron transport chain
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological_process|cellular process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|respiratory electron transport chain
GO:0003777	microtubule motor activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|motor activity
GO:0008430	selenium binding	molecular_function|binding
GO:0006428	isoleucyl-tRNA aminoacylation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation|tRNA aminoacylation for protein translation
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0070569	uridylyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|nucleotidyltransferase activity
GO:0016158	3-phytase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0000266	mitochondrial fission	biological_process|cellular process|cellular component organization|organelle organization|mitochondrion organization
GO:0009035	Type I site-specific deoxyribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endodeoxyribonuclease activity|endodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0009035	Type I site-specific deoxyribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endodeoxyribonuclease activity|restriction endodeoxyribonuclease activity
GO:0003941	L-serine ammonia-lyase activity	molecular_function|catalytic activity|lyase activity|carbon-nitrogen lyase activity|ammonia-lyase activity
GO:0030170	pyridoxal phosphate binding	molecular_function|binding|cofactor binding
GO:0004156	dihydropteroate synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0008907	integrase activity	molecular_function|catalytic activity
GO:0008053	mitochondrial fusion	biological_process|cellular process|cellular component organization|organelle organization|mitochondrion organization
GO:0030354	melanin-concentrating hormone activity	molecular_function|binding|protein binding|receptor binding|hormone activity
GO:0004494	methylmalonyl-CoA mutase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity
GO:0000062	fatty-acyl-CoA binding	molecular_function|binding|cofactor binding|coenzyme binding
GO:0004521	endoribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity
GO:0004521	endoribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity
